,Unnamed: 0,Newspaper,Date,Reviewer,Title,Theatre,Review
1449,1449,Ought To Be Clowns,26/05/2016,mag9l,Romeo and Juliet, Garrick,
1450,1450,Ought To Be Clowns,05/10/2012,Ian,Fireface, Young Vic,"Tucked away in the intimate Clare studio at the back of the Young Vic is Fireface, a 1997 work by German playwright Marius von Mayenburg, directed by Sam Pritchard, the winner of the 2012 JMK Award for visionary new theatre directors. And with the aid of an intriguingly strong cast and Amanda Stoodley’s wide chipboard frame of a set, forming a timber cage for a dysfunctional family to play out their not-inconsiderable dramas, Pritchard has certainly made the most of his opportunity. Quite how one judges his measure of success though is a matter of debate. He clearly has a keen eye for the highly theatrical: switching from having the actors sitting facing the audience and speaking their lines out to us rather than to each other to a more naturalistic style with a dizzying frequency and overlapping the scenes to increase the disconcerting effect of estrangement. It initially feels apt as a way to evoke the disquiet at the heart of this family home where Kurt and Olga are seething with teenage injustice, railing against their distracted parents and exploring an increasingly too-close bond full of burning desire. The tension between the two styles is never quite satisfactorily resolved though, the figurative levels of Maja Zade’s translation somewhat at odds with Mayenburg’s indictment of the bourgeois middle classes, and Pritchard doesn’t quite marry everything together. Visual ideas like the imprisoning red tape are left under-developed with little sense of the set ever representing something bigger, more societal, to justify the larger metaphor at work here; and the lack of time spent delving into the psyches of these teenagers – especially the sexually questioning Olga – means the realistic side lacks bite too. But there’s strength in performance too which helps to hold the production together. Helen Schlesinger and David Annen lend immense class to the parents blithely sure that all the incest and psychosis going on under their nose is just a phase, William Postlethwaite’s interloping new boyfriend forms a neat counterpoint to the screwed intensity of Rupert Simonian’s Kurt and Aimeé-Ffion Edwards confirms her onward rise to becoming one of our most interesting young actresses as she wrestles the slipperiness of Olga nearly into submission."
1451,1451,Ought To Be Clowns,23/02/2018,Ian,The Winter’s Tale, National Theatre,"The invitation to this adaptation of The Winter’s Tale came hand in hand with the warning that it is for younger audiences but even if it is aimed at 8-12 year olds, there was much to enjoy, lots to appreciate and just enough to make me cry. The excellent promotional image aside, it was the excellent Justin Audibert directing that was the main draw here and his work with his company did not disappoint. Streamlined down to an hour, the focus really comes down to the relationships between parent and child, enhancing the throughline of the storytelling beautifully. I loved the idea that the root of this Leontes’ jealousy lay in Polixenes being a better dancer but by having Gabby Wong’s Perdita frame the whole thing as her story and giving Mamillius more time in the sun than usual here, there’s no doubting this is a story of fractured families and how, if at all, they can ever heal.    What I really loved though, was the way in which the production highlighted the beauty and rough magic of live theatre, emphasising how Shakespeare needs to be seen and not just heard for schoolkids to really ‘get’ it. Whether the way songs created atmosphere or propelled narrative, the use of puppetry to break the fourth wall, the sheer gorgeousness achieved with a single piece of flowing fabric or the power of even a simple bit of movement, there’s something deeply emotive about the work here. And I think it important to commend the diversity of the cast, particularly in assembling non-representational family units, for this is the power of theatre, to open minds, to expand our view of what the world can be. What could merely be dismissed as make-believe gains real significance in what it can achieve for social cohesion, planting seeds in the minds of future theatremakers who will hopefully be able to dislodge (at least some of) the traditional conventions that still dominate the British theatre landscape in all its snow-whiteness. "
1452,1452,Ought To Be Clowns,17/02/2016,mag9l,Poppy + George, Watford Palace,"There’s something rather gorgeous at the heart of Poppy + George, a recognition that even passing acquaintances can leave as lasting impressions as the deepest of friendships; a reminder too that even if a play can be over and done with in a couple of hours, its impact can linger far beyond. So it is for the group of people who find each other in Diane Samuels’ new play for the Watford Palace Theatre, with music by Gwyneth Herbert. Their safe haven is a warehouse deep in the East End in 1919, where Russian Jewish (with a bit of Chinese) tailor Smith plies his trade and entertains his friends nattily dressed chauffeur George Sampson and Great War veteran Tommy Johns who is trying to resurrect his fading music hall career. Into their world comes Poppy Wright, a Northern girl looking for a fresh start from a life in service, though the love she finds turns out not to be quite what she expected. For though a romance does develop between Poppy and George, hence the title!, Samuels makes us care about all the relationships in the play. At a time of such seismic change after WWI, the whole world seems in flux and it seems opportunities and challenges lie hand in hand round every corner. So as women seize the initiative with the Suffragette movement, sweeping up the newly politicised Poppy, the flipside of increasing confidence sees Tommy’s wife repeatedly tip him out on the street. Tommy’s female-impersonator music hall numbers play in but also break up the scenes (a neat nod to this venue’s historical origins) and Herbert’s music is ideally suited to the purpose, wittily and achingly performed by Mark Rice-Oxley. Jacob Krichefski’s Smith is largely inscrutable but undeniably warm of heart as he expresses himself through his costumery; and Rebecca Oldfield’s George emerges as a truly fascinating character as his layers are revealed in all their complicated emotion."
1453,1453,Ought To Be Clowns,04/07/2012,Ian,The Golden Age of Broadway, Royal Festival Hall,"Despite, or maybe because of, its richly diverse programming, the Royal Festival Hall has played host to two of my all-time favourite gigs ever: Röyksopp/Fever Ray and A Celebration of Kate McGarrigle. Not quite reaching those giddy heights but then again not so very far off was The Golden Age of Broadway, a celebration of the classic musicals of the 1950s and 1960s that still rank amongst some of the all-time greats. It was the kind of evening that made me just feel sad for those people who insist that they don’t like musicals for whatever reason, it just feels like they’re missing out on so much joy and fun and in this case, a damn good evening. Bryn Terfel was sold as the leading man – he is in the midst of a mini-season on the South Bank – but in truth it was a much more balanced company affair, with Julian Ovenden, Clive Rowe, Hannah Waddingham and Emma Williams joining in to share the load. And this is where the evening really shone, with the irrepressible quality of the cast allowed to shine both individually, and together in various combinations as they cherry-picked from some of the best shows – and songs – ever written. And it was as good as it promised to be and then some. Hannah Waddingham (evidently on day release from Kiss Me, Kate, along with Clive Rowe) continued her quest to prove she is simply one of the best performers we are blessed to have with us. Her ‘Blow, Gabriel, Blow’ sparkled with clarity, wit and that powerhouse vocal; ‘Show Me’ brought out her comic side well; I’m not 100% sure that I need to see or hear her Rita Moreno impression again and any slight mis-step there was more than compensated for with a spine-tingling rendition of ‘Something Wonderful’, sung with perfectly calibrated restraint and demonstrating how versatile a star she is. Her frequent contributions to concerts such as this and other good causes like this and this will be sorely missed when she emigrates to Australia at the end of Kiss Me, Kate. It makes me eternally sad that we live in a world where Emma Williams isn’t constantly on our stages and she proved her leading-lady credentials here, skipping with a beautiful touch through ‘A Wonderful Guy’ and ‘I Could Have Danced All Night’, radiating charismatic warmth with Clive Rowe on a romp through ‘You’re The Top’, and forming part of the majestic ‘Quintet’ from West Side Story. It was nice to see Clive Rowe being able to show off his sharper comic skills that his recent default dopey character choices have not allowed him to display, ‘Sit Down You’re Rocking The Boat’ being his highlight. And Julian Ovenden came close to stealing the show with his laidback and seemingly effortless vocal prowess, investing Maria with a palpable yearning. My niggles were of the tiniest variety: having opened with the glorious overture from Gypsy, my heart raced at the thought that we might get Waddingham giving us a taster of what will surely be the perfect role for her in the future, and Terfel seemed a little stiff in the first half – his ‘So In Love’ felt more like the declaration of a stalker than anything – his vocal performance too lifeless against the musical theatre wonder around him, but post interval an informality kicked in which was definitely to his credit."
1454,1454,Ought To Be Clowns,07/05/2010,Ian,Me, As A Penguin,"Me, As A Penguin is a slightly surreal but gently affectionate tale of the struggle of four twenty-somethings in the search for personal identity. Marking the professional full length debut of playwright Tom Wells in London, it takes up residence in the small Studio 2 at Dalston’s Arcola Theatre. Set in Hull, Liz is nine months pregnant and hosting Stitch, her shy gay brother who’s trying to escape life at home in a tiny village stuck working in a knitting shop, but he’s struggling a bit. He’s not connecting with Liz’s partner Mark and connecting too much with Mark’s predatory gay friend Dave. What follows is a stonkingly well-written tale of stolen penguins, experimental knitting and a whole lot of Battenberg cake. It is fast-paced, contemporary and extremely funny, with hidden depths that ensure some real emotional investment, a most promising debut play indeed. Where it is particularly strong, and in a most pleasing way for me, is in its depiction of its two gay characters. Without resorting to employing beautiful young men to wander around shirtless, something several gay plays in London are currently guilty of, Wells has crafted two wildly different yet ultimately convincing and recognisable young men. Ian Bonar is simply outstanding as the ever-tongue-tied, painfully shy Stitch, struggling to make the transition to the (relatively) metropolitan gay lifestyle offered by Hull and deal with the emotions provoked by finally embracing his homosexuality. And with the penguin-suited (don’t ask!) Dave, we have as realistic and uncompromising a gay character as I’ve seen recently: arrogant, unashamedly horny, Daniel Abelson invests the right level of self-assuredness that tramples over all around him to great effect. Samantha Power and John Catterall also do well as Liz and Mark, young expectant parents with a sparky relationship that is not as solid as perhaps it might be and full of gloriously witty repartee. Power in particular is superb as the tenderly protective sister trying to manage with her brother’s reticence and the apprehension about Mark nagging away at her. And Catterall balances her well, with his mixture of affable blokeish awkwardness and a genuinely sweet nature, tempered with his fears about having to grow up into his impending role as father."
1455,1455,Ought To Be Clowns,14/09/2015,mag9l,The Commitments, Palace,"Cast and crew members across the West End may not agree but I do find it surprising that more shows haven’t gone for the variation of Sunday evening performances in their schedules. Particularly with tourists, it’s a ready-made and captive audience with little else to do in this bustling city and by the looks of the Palace Theatre last night, keen as mustard. That said, it can be something of a trial going out on a Sunday night when a work-filled Monday morning is looming around the corner. For me though, the chance to see The Commitments one more time before it closes its doors after a run that has lasted more than two years was enough to tempt me out and I’m glad I did as it really is good fun. Technically speaking, it is less of a musical than I would strictly consider, the narrative quickly gives way to a mini-concert at the show’s end but with music as good as this, and an actor-musician cast as talented as this, such crowd-pleasing antics feel entirely forgivable. And I’d forgotten how witty Jamie Lloyd’s production was in Soutra Gilmour’s endlessly inventive set (the rain!), evoking a strong sense of 80s Dublin life and the escape that music provides for so many. The ‘You Just Keep Me Hangin’ On’ sequence as the various new band members learn their separate parts and then come together gloriously breathes new life in a hackneyed cinematic trope and delivers a solid gold moment."
1456,1456,Ought To Be Clowns,01/09/2016,mag9l,The Burnt Part Boys, Park,"Another quickie as I continue to catch up with the openings I missed whilst on holiday. Receiving its European premiere here at the Park, The Burnt Part Boys continues the surprising number of musicals about mining (Floyd Collins alone would have scratched the itch, never mind Billy Elliot) and true to form, is musically really quite interesting. Chris Miller’s score folds in bluegrass and folk influences as befits its West Virginia setting and is certainly the strongest part of the show. Mariana Elder’s book follows the impact of a tragic mining disaster on the hillside community of Pickaway – several men were killed and their bodies trapped underground but ten years later, news breaks that the mine is to be reopened, causing varied responses from the sons who lost their fathers. And particularly from brothers Pete and Jake, the former stealing some dynamite from his older sibling – now a miner himself – to force his own solution."
1457,1457,Ought To Be Clowns,16/02/2017,mag9l,Flew the Coop, New Diorama,"Part of the New Diorama’s Emerging Theatre Company Programme 2015, Lost Watch have spent the last four years building quite the reputation for themselves. Their latest show Flew the Coop takes inspiration from a photograph of real-life British prisoner of war Horace Greasley and Silesian translator Rosa Rauchbach, for whom he claims he escaped over 200 times in order to conduct a love affair. It is told, with great energy and enthusiasm, through the prism of the Rauchbach Greasley Association Society Club (RGASC), a motley crew of Silesians (a historic region now split between Poland, Germany and the Czech Republic) who lovingly re-enact the story of their heroes with great ingenuity, using an array of brooms, brushes, sticks and buckets and not much more besides. Louise Skaaning’s production is ramshackle, but deliberately so, and the fast-moving pace keeps everything light, even though it is set in wartime (1943) and in a prison camp. The unlikely love story (the sex scenes are rather amusingly covered by group dance routines) is augmented by the multiple escape attempts and the capers that ensue are charismatically performed by Dearden and Daniel Holme as the central couple. "
1458,1458,Ought To Be Clowns,22/06/2018,Ian,Wicked, Apollo Victoria,"Off the top of my head, I couldn’t tell you how many times I’ve seen Wicked now – it feels like loads – so it’s useful that I have it all written down in a blog… I do know it is a good while since I last saw it, five years in fact, which was evidently my third visit to the Apollo Victoria and one which left me disappointed. So it has taken a little while for me to get interested in taking up an opportunity to go see it again but we got there, eventually. And I have to say I enjoyed my return trip to Oz, mainly because of the sensational performance of Alice Fearn as Elphaba. It’s always nice to see a performer rewarded for paying their dues, working their way up through ensemble and chorus roles until they get that chance to shine. And because of that background, that experience, that starring role has the real sense of being a career-defining opportunity. Next to her, Sophie Evans’ Glinda exudes an entirely different energy, a quirkier take on the role than I remember having seen and it is one that works. Bradley Jaden’s Fiyero might have distractingly luscious locks but he’s a compelling singer and as the OG Mrs Phelps, Melanie La Barrie (Madame Morrible) will always have a special place in my heart. And it is interesting to see how the themes of the show take on new and different complexions for the particular day and age. The inter-species discrimination once again feels all-too-pertinent at a moment when intolerance towards the ‘other’ – however that is defined – is so high in our daily discourse. Might be time to get defying gravity once again."
1459,1459,Ought To Be Clowns,30/08/2016,mag9l,Made In Dagenham, Queen’s Theatre Hornchurch,"Made in Dagenham, in Dagenham – it seems like a no-brainer but it’s quite the statement of intent from incoming Artistic Director at the Queen’s Theatre Hornchurch, Douglas Rintoul. It’s also a bit of a departure for a director who has previously won awards for writing hard-hitting monologues about gay Iraqi refugees (the exceptionally good Elegy) but taking a West End musical that didn’t quite become the hit it deserves and taking it home, refining it into an actor-musician production along the way, turns out to be quite the treat. I can’t deny that I loved the show when it played at the Adelphi – heck, I saw it four times (review #1, review #2, review #3, review #4 of the final night) and I believe it deserved better treatment from the critics. But the past is the past and coming to the show with fresh eyes, and ears, too Richard Bean’s book and David Arnold’s score, it responds powerfully to the new treatment here (co-produced by the Queen’s and the New Wolsey Ipswich where it heads next), smaller in scale obviously but more intimate too, rawer in its emotions to an ultimately devastating effect.  Stepping into the shoes of Rita O’Grady, a (fictionalised) Ford Dagenham worker who lead her fellow machinists on a strike campaign that culminated in the (all too true) amazing achievement of the establishment of the 1970 Equal Pay Act, Daniella Bowen takes her time to make her mark but we come to see that it is a deliberate decision. This Rita really does lack confidence, in herself, in her ability, even in her marriage, and Bowen makes you feel every inch of her awkward pain – the beautiful ‘We Nearly Had It All’ thus drips with a startling bitterness, her earlier tears heartbreaking. And on the flip side, once she finally believes in herself enough to deliver a climactic speech to the TUC, ‘Stand Up’ becomes this hugely passionate moment, truly transformative as the pieces finally fall together and it is goosebumpingly effective. Bowen is supported by a top cast of actor-musos who by and large cleave quite closely to the interpretations seen in the West End. So Angela Bain’s Beryl is hilariously profane and Sarah Scowen’s Clare daffy as a brush, Alex Tomkins’ Eddie is a lovable chump of a husband and Claire Machin is a brassy delight as Barbara Castle.  The broader edges of the comedy remain present and remain not quite to my taste – the end-of-the-pier take on Harold Wilson and brash Americana not quite sharp enough. But under Ben Goddard’s assured musical direction which plays out in Hayley Grindle’s highly functional design, Arnold’s score sounds fresh as a daisy. The richness of the female harmonies lie closer to the surface (‘This Is What We Want’ is just luscious) and more generally, the communal feel of the music is enhanced. "
1460,1460,Ought To Be Clowns,22/08/2016,mag9l,The Collector, Vaults,
1461,1461,Ought To Be Clowns,29/08/2013,Ian,Charlie and the Chocolate Factory, Theatre Royal Drury Lane,"One of the hottest tickets of the year is a golden one. London gets its second major adaptation of a Roald Dahl story into a big budget piece of musical theatre as the long-awaited Charlie and the Chocolate Factory finally opens its gates at the Theatre Royal Drury Lane. And taking his cue from Willy Wonka, director Sam Mendes has mixed it with love and made it taste good, displaying, along with designer Mark Thompson, just as much wit and invention as the candyman himself in bringing this world to such entertaining life on the stage. David Greig’s book remains largely faithful to Dahl’s novel, but expanding the poverty-stricken domestic set-up of Charlie Bucket and his extended family as the young boy dreams of finding one of five elusive passes into Wonka’s mysterious factory. As the tickets are found one by one in a series of vividly realised tableaux, his hopes recede but the presence of a shadowy tramp-like figure ensures that there’s soon a golden twinkle in Charlie’s eye and a life-changing journey can begin. Much of the pleasure of this production comes from the strength of its performances. We saw Isaac Rouse take on the role of Charlie, shared with three others, with a clear, wide-eyed charm which keeps his innocence just about on the right side of cute. The other kids fare better: Harrison Slater’s beefy Bavarian Augustus Gloop, Polly Allen as a most determined Veruca Salt, India Ria Amarteifio’s streetwise gum-chewing Violet Beauregarde and Adam Mitchell’s hyperactive and hyperviolent Mike Teavee all getting their chance to shine in each half as they gradually fall foul of Wonka’s brand of aptitude tests. Oompah Loompah doompadah dee indeed. That said, Marc Shaiman has created an entirely new score for this show – just Pure Imagination remains of Leslie Bricusse and Anthony Newley’s music for the 1971 film – and it is solid rather than spectacular, the music doesn’t crackle with the same ingenuity as the visual language used, which is often breath-taking. From magic tricks to nifty choreography, a Quentin Blake animated opening sequence to the technically magnificent backdrops, it often looks amazing. And in the middle of it all is Douglas Hodge’s fantastic Willy Wonka, closer to malevolent than mischievous as those who cross him soon find out, but also capable of warmth and wonder as in the climactic elevator ride.  There are some mis-steps – placing the interval where it is means the first half feels overlong and the second half a little too rushed, a sequence in the Nut Room calls to mind a demented take on The Nutcracker and the Great Glass Elevator seems set to prove a technological hazard. And like many a sweet treat, these can occasionally feel like empty calories with little of substance ever coming through with any of the characters, no real emotion ever being mined alongside the wonder."
1462,1462,Ought To Be Clowns,15/10/2020,Ian,Macbeth, Big Telly Theatre,"With its cast members scattered across Belfast, Deal, Deptford, Dublin and London, it’s a remarkable achievement in and of itself that this production of Macbeth can exist at all in these Covid-19 times. But founder and artistic director of Big Telly Theatre Zoe Seaton has been quick off the mark to explore the creative opportunities of these constraints and this marks her fifth lockdown production. And you can see how deftly experienced hands are shaping this new kind of experience. An inspired bit of pre-show business brilliantly skewers the government’s daily Covid briefings as it introduces its own version of track and trace which is implemented on some unsuspecting audience members. It also frames the world of this production as a plaything of the weird sisters, the ones who are truly in charge here.  It is a bold gambit, and one which works intermittently here. The moody monochrome of the opening section, underscored by the Celtic murmurs of Garth McConaghie’s score, have a distinct and dystopian vision that cuts through the heavily trimmed version of the play we’re getting here. But despite an imaginative mode of transformation into a world of technicolour for the coronation, there’s an increasing sense of too much being thrown at the production."
1463,1463,Ought To Be Clowns,19/10/2014,Ian,Rachel, Finborough,"Written in response to the glorification of the Ku Klux Klan contained in 1915 film The Birth of a Nation,Angelina Weld Grimké’s Rachel has the remarkable tag of being the first play by an African-American woman to ever be produced professionally. Despite that, it has languished mostly unseen since then and this revival by the Finborough marks the European premiere and a contribution to the work of Black History Month. It’s easy to dismiss work such as this saying it has collected dust on the shelves for a reason but this fascinating context alone surely negates that and in Ola Ince’s production, dramatic reasons emerge too.  Miquel Brown’s superb Mrs Loving swept up her children Rachel and Tom after tragedy hit their Southern home and relocated them to a northern city where things have been better, just. The problem being that the expectations that accompanied their education remain unfulfilled, society may have moved a little quicker up here but not that much. Napay Kpaka’s hugely appealing Tom can’t get work as an engineer for love nor money and Adelayo Adedayo traces the dampening of Rachel’s optimism with real power, the girlish dreams of the play’s opening slowly shattered by the revelation of how sheltered she has been from the ugliness of the racist world at large."
1464,1464,Ought To Be Clowns,25/06/2016,mag9l,The Suicide, National,"A late jaunt to the National to The Suicide, Suhayla El-Bushra’s fiercely contemporary updating of Nikolai Erdman’s 1928 play, before it closed. Though I have to say I wasn’t entirely convinced by it, Nadia Fall’s production is visually hugely ambitious, retooled for the world of YouTubers and hipsters, but ultimately feeling as shallow as the societal trends that it is trying to satirise. Javone Prince’s Sam Desai is long-term unemployed and newly bereft of benefits, so disillusioned with the world is he that he decides to top himself but when a film clip of him making that decision goes viral, he’s swept along for the ride as all of society try to co-opt him for their own ends. To publicise a café, to get a music deal, to highlight the lack of adequate mental health care. But even as it lacerates politicians trying to seize the moment for themselves or people trying to get their 15 minutes of fame no matter what, the desperately unsubtle humour weighs it down severely. There’s no satirical refinement, its near pantomime at times, nor true dramatic impetus as the plotting never attempts to convince seriously, and so the play falls flat."
1465,1465,Ought To Be Clowns,13/11/2017,Ian,Network, National Theatre," With Network, Lee Hall’s adaptation of Paddy Chayefsky’s 1976 film, Ivo van Hove re-asserts his place as one of the premier theatremakers working, anywhere. A satire that managed to predict just how powerful a tool populist anger can be when leveraged effectively, it is transformed into the immersive bustle of a TV studio, that of UBS Evening News where old hack Howard Beale – a transcendent performance by Bryan Cranston – has been handed his notice. Though initially appearing to accept it with good grace, he causes an almighty media stir when he declares, on air, that he’s going to kill himself, triggering a most unlikely rebirth as a truth-spilling ‘prophet’. And as ever, van Hove and designer Jan Versweyveld challenge our notions of theatrical space and how it is used. An onstage restaurant puts (some) audience members right in the thick of the action, the fourth wall gets well and truly shattered, and the use of live video and big screens forces us into the role of active observers – as Beale goes live on air, do you watch Cranston himself, do you watch him onscreen, do you watch the team observing him from the producers’ box…the multiplicity of perspectives reminds us how easy it is to manipulate media, how there can always be other sides to the story. The less charitably minded might point to recycled devices and say ‘same old bag of tricks’ but I prefer to think of it as the establishment of a house style, of a theatrical language that many try to imitate but few ever succeed. And in any case, there are clever spins here, constantly springing surprise elements – i.e. just who the initial countdown is for, the coup de théâtre enabled by the camera filming from above, and who could ever get bored of the seamlessness with which Tal Yarden’s video design tracks scenes from outside right onto the Lyttelton stage. And for all the creative ingenuity at work, there’s thrillingly committed acting at Network’s foundation. Michelle Dockery’s producer Diana is ferociously ambitious as she suggests just how far reality TV will push the boundaries of established decency, Richard Cordery’s Jensen chills as the embodiment of corporate management, by contrast Douglas Henshall finds compassionate depth in Max and there’s essential work too from Caroline Faber as his wife Louise, even in the limited stage time she gets. As the total focus of the story though – a particular triumph in Hall’s selective editing of his adaptation – Cranston’s Beale is a titanic achievement, his every utterance and movement utterly unmissable as circumstance prevails to postpone his mental breakdown but not entirely thwart it. Even as this late career renaissance kicks in, we never lose the sense of a man teetering on the edge, knowing his fate is inevitable even as he taps into a national mood that threatens to upend the system, drain the swamp even. But it is the melding of all these elements into a hugely satisfying whole that makes Network sing, particularly when van Hove is delivering iconic images that sear themselves into the mind. The visual overload of the ‘mad as hell’ scene going viral, Beale’s stark silhouette subservient to the messianic delivery of Jensen’s eerily prescient speech about the ramifications of untrammeled globalisation, the hall of mirrors effect that Yarden deploys on Cranston’s face at a crucial moment. In so many ways, this is theatre at its most exciting.  "
1466,1466,Ought To Be Clowns,21/08/2011,Ian,Summer with the Composers, Battersea Barge via britishtheatre.tv,"The evening was focused on four leading lights of new British musical theatre writing: Grant Olding, Dougal Irvine, Laurence Mark Wythe and Tim Sutton and showcasing their work in a variety of ways from shows that have made it onto the stage, shows that are still in development, some which never made it out of the rehearsal room and a few one-offs, including one written especially for the Dress Circle Benefit gig a couple of weeks ago. Special guests Samantha Barks, Annalene Beechey, George Ure and Stephen Ashfield sang a selection of the songs but the composers themselves also had a go at singing each other’s songs. Highlights for me included Stephen Ashfield returning to Laurence Mark Wythe’s ‘Tomorrow Morning with The Dream’ (although in a much amended version since he last sang it!); Samantha Barks and George Ure duetting on ‘Turn Your Head’ from Through The Door and Annalene Beechey’s quietly moving ‘Hannah’s Song’. It would have been nice to hear more from Ashfield but Samantha Barks really did have a great evening though – her ‘Simply Cinderella’ from one of Grant Olding’s shows was fantastic – she has developed into something of a fascinating performer and I’d love to see her onstage in something modern and musical. It was also interesting to hear the little snippets of conversation in-between songs, talking about the various ways in which their shows had been supported and developed whether through agencies like Perfect Pitch or through crowdsourcing resources like WeFund."
1467,1467,Ought To Be Clowns,20/01/2020,Ian,Fairview, Young Vic,"I still can’t work out what I want to say about Fairview, a show that by its very nature demands that you don’t give anything away about it (even though saying this itself feels like a heightening of expectation you could do without)."
1468,1468,Ought To Be Clowns,26/06/2015,mag9l,Violence and Son, Royal Court,"Even now, a week after I saw Gary Owen’s Violence and Son, I still don’t know what to say about it or more importantly, how to say it – it’s a rare thing for a play to stun me into such silence but a magnificent one too. Cai Dyfan’s circular set recalls the similar set-up for Mike Bartlett’s Cock but with its dirty white plastic chairs and drab demeanour, it speaks of something or somewhere more desperate – in this particular case, the isolation of the Welsh valleys but only a fool would say this story and its ramifications, as searchingly highlighted by director Hamish Pirie, are limited to that sole location. Life is tough enough as a Doctor Who fan but 17-year-old Liam is suffering more than most after his mother’s death has meant to has to move Wales to live with the father who left before he was even born. Rick, whose nickname gives the show its title, claims to have last been sober when he was 14 and rage follows in his every footstep as he thinks nothing of battering everything and everyone around him. And as father and son get to know each other, Owen makes a powerful argument about the appalling toxicity of stereotypical notions of masculinity but also how difficult it is to shake a generational legacy.  Things come to a head when Liam brings home Jen, a fellow Whovian, and sets about trying to disentangle her from her current relationship with assistance from his dad – the one eager to prove he has a paternal instinct, the other eager to follow. But responsibility and gender relations aren’t a specialist subject in this slice of society, as chillingly explained by Jen and Suze, Rick’s lover, as they recount the sexual harassment they’re subjected to during every single visit down to the local, and the ugly issue of domestic violence soon rears its head in all its messy complexity.  And it is complex – Owen and Pirie expertly push and pull us from pillar to post, light to dark, acquiescent to appalled as different sides to the story emerge and competing accounts battle for sympathy. Aided by a superb quartet of performances, it is – again – magnificent. Jason Hughes is terrifying and terrifyingly believable as Rick, David Moorst’s spiky, slender Liam is utterly heartbreaking as the boy increasingly willing to do anything for his da, Morfydd Clark’s Jen nails the too-late awareness that all is not what it seems here and Siwan Morris fleshes out the underwritten Suze very well, in all her tragic delusion. "
1469,1469,Ought To Be Clowns,02/04/2014,mag9l,Pests, Royal Court,"One of the first things that strikes you about Vivienne Franzmann’s new play Pests is the extraordinary use of language. Much like Eugene O’Neill in plays like Anna Christie, it is written in densely packed dialect – in this case a modern street slang – which looks near-impenetrable on the page but in the hands of such extraordinary performers like Sinéad Matthews (who delivers the line quoted above), it has the currency of real life, an authenticity that speaks from the battered, neglected heart. Matthews plays Pink, a drug addict who welcomes her heavily pregnant sister Rolly, Ellie Kendrick, into her squat on her release from prison. Whilst inside Rolly has gotten clean and is determined to take advantage of a job opportunity on an ex-offenders scheme in a hotel but Pink just wants to get the party started again, trying to obliterate the painful memories of the care system that treated her much worse than her little sister. And as they pull in different directions, their inextricably complex relationship binds them ever closer. This destructive cycle of co-dependency, or sibling bond depending on how you want to look at it, is superbly drawn, hypnotically compelling even if we are forced to look through our fingers at the relentless horror of the situation. Franzmann has worked closely with co-producers Clean Break who commissioned the piece and it shows, there’s a deep emotional intelligence at work here that refuses to demonise the individual but rather furiously indicts the system that just chews them up and leaves them adrift in a society that largely doesn’t care. That’s not to say they’re not culpable too – Matthews (surely an actress destined for a huge future) brilliantly depicts the edgy temperament of Pink, unable to ever sit still and far too easily drawn to the dark, horrendously dark, places to which addiction drives her. And Kendrick offers an adroit counterweight as the (slightly) more balanced one, able to visualise a more positive future even if the baggage of the past is a huge obstacle in the way. Desperate and raw, Pests does much to elucidate how hard it can be to escape vicious cycles once they have started. Credit too must go to the creative team. Joanna Scotcher’s cluttered design suggests a childlike sense of play smashed up against the harsh realities of adulthood with its piles of dirty mattresses and sofas; Fabiana Piccioli’s stark lighting marries well with Kim Beveridge’s hallucinatory video work which explores the disintegration of Pink’s psyche; and Lucy Morrison corrals every element together into one of the more brutally effective pieces of theatre of the year so far."
1470,1470,Ought To Be Clowns,14/03/2016,mag9l,Miss Atomic Bomb, St James,"Atomic bombs derive their destructive power from nuclear fission, when atoms split after being bombarded with other particles, and there’s a certain sense of random elements being thrown together in Miss Atomic Bomb, in the hope of reaching some kind of critical mass. Comedy gangsters, tap-dancing routines, comedy bank managers, dead sheep, comedy zucchini, pigs in clothes, comedy transvestites, hoedowns, comedy rabbi costumes, a Strallen and a character with a ridiculous surname because you can get a song out of it. Put them altogether and what do you get? A show that’s either a bomb or a blast. Full disclosure, I saw a preview and I’m given to believe that a lot of work has happened to the show in the last couple of days, which is only natural for a new musical. For me though, the show feels fundamentally flawed in really not knowing what it wants to be. Writers Adam Long, Gabriel Vick and Alex Jackson-Long throw together satire and slapstick uneasily as a desperate Las Vegas hotel manager arranges the Miss Atomic Bomb beauty pageant to drum up tourist trade as the US military test their atomic arsenal in the Nevada desert. But it’s serious because the nuclear fallout is killing the livestock in the area. But it’s funny because farmgirl Candy can just win the pageant to get enough money to head over to California instead. But it’s serious because the hotel manager’s brother has deserted the army in protest at what they’re doing. But it’s funny because he’s got a courgette and a kippah to get away with it. Long co-directs with Bill Deamer, who also choreographs far too many inessential routines, but rarely does any sense of dramatic or musical purpose really emerge. The point at which Les Mis pastiches appear scrapes the barrel hard – you gotta get a gimmick but you gotta get your own. Frustratingly, the music actually improves in the second act but that only serves to heighten the dichotomy between score and book. Simon Lipkin and forthcoming Aladdin Dean John-Wilson share a gorgeously tender duet of brotherly love in ‘I’ll Stand With You’ but it bears no resemblance to the fraternal relationship as played out throughout the entire play. And for all the prettiness of the country and western-tinged songs that Candy gets to sing, Florence Andrews really shining here, they have no organic place in the story as it tears around the Vegas strip. "
